question,doc_id,doc_type
How many spectators can the Mexico City Stadium hold?,venue-1,venue
Which teams did Mexico play against at the Azteca stadium in the 2026 World Cup?,venue-1,venue
What matches will be played at Guadalajara Stadium during the 2026 World Cup?,venue-7,venue
How many seats does Estadio Akron have?,venue-7,venue
Which stadium in Mexico is located at 1566 meters elevation and hosts World Cup 2026 matches?,venue-7,venue
What matches will be played at MetLife Stadium during the 2026 FIFA World Cup?,venue-2,venue
Which stadium in East Rutherford hosted the World Cup final in 2026 and what was the final score?,venue-2,venue
How many people can the New York New Jersey Stadium hold and what was Argentina's performance there during World Cup 2026?,venue-2,venue
What matches are being played at Hard Rock Stadium during the 2026 World Cup?,venue-13,venue
How many goals did Spain score when they played Saudi Arabia in Miami on June 21st?,venue-13,venue
Which team won the third-place match at Miami Stadium and what was the final score?,venue-13,venue
What matches did SoFi Stadium host during the 2026 World Cup?,venue-3,venue
How many seats does Los Angeles Stadium have capacity for?,venue-3,venue
Which teams played in the quarter-finals at SoFi Stadium in 2026?,venue-3,venue
Which matches will be played at Gillette Stadium during the 2026 World Cup?,venue-10,venue
What is the capacity of the stadium in Foxborough that will host World Cup matches?,venue-10,venue
"Did France play against Morocco in the 2026 World Cup, and if so, at which venue and stage?",venue-10,venue
How many matches will be held at Levi's Stadium during the 2026 FIFA World Cup?,venue-15,venue
"Which teams played at the San Francisco Bay Area Stadium on June 13, 2026?",venue-15,venue
What was the result of the Round of 16 match between USA and Belgium at Santa Clara?,venue-15,venue
Which World Cup 2026 matches will be played at Philadelphia's Lincoln Financial Field?,venue-14,venue
How many Group Stage matches does Philadelphia Stadium host during the 2026 World Cup?,venue-14,venue
What is the capacity of Lincoln Financial Field in Philadelphia?,venue-14,venue
